CODMU	MUNICIPIO	CODPROV
280626	Garganta de los Montes	28
050816	Garganta del Villar	05
100784	Garganta, La	10
100797	Garganta la Olla	10
100801	Gargantilla	10
280632	Gargantilla del Lozoya y Pinilla de Buitrago	28
100818	Gargüera	10
430666	Garidells, Els	43
311141	Garínoain	31
060573	Garlitos	06
240763	Garrafe de Torío	24
311154	Garralda	31
420948	Garray	42
080885	Garriga, La	08
170754	Garrigàs	17
170767	Garrigoles	17
170773	Garriguella	17
410439	Garrobo, El	41
060589	Garrovilla, La	06
100823	Garrovillas de Alconétar	10
040499	Garrucha	04
100839	Garvín	10
280647	Gascones	28
160941	Gascueña	16
191291	Gascueña de Bornova	19
110184	Gastor, El	11
100844	Gata	10
030710	Gata de Gorgos	03
480405	Gatika	48
470702	Gatón de Campos	47
469024	Gátova	46
290568	Gaucín	29
480412	Gautegiz Arteaga	48
080898	Gavà	08
461304	Gavarda	46
250984	Gavet de la Conca	25
050821	Gavilanes	05
209072	Gaztelu	20
441177	Gea de Albarracín	44
371507	Gejuelo del Barro	37
120672	Geldo	12
080919	Gelida	08
501190	Gelsa	50
410444	Gelves	41
490907	Gema	49
050837	Gemuño	05
290574	Genalguacil	29
230373	Génave	23
311167	Genevilla	31
461326	Genovés, el	46
170789	Ger	17
410457	Gerena	41
040502	Gérgal	04
470719	Geria	47
450699	Gerindote	45
480464	Gernika-Lumo	48
461332	Gestalgar	46
280650	Getafe	28
200394	Getaria	20
480448	Getxo	48
210353	Gibraleón	21
330241	Gijón	33
050855	Gil García	05
050842	Gilbuena	05
410460	Gilena	41
461347	Gilet	46
259123	Gimenells i el Pla de la Font	25
050868	Gimialcón	05
260683	Gimileo	26
441183	Ginebrosa, La	44
410476	Gines	41
430672	Ginestar	43
020352	Gineta, La	02
170792	Girona	17
080924	Gironella	08
080930	Gisclareny	08
221148	Gistaín	22
480470	Gizaburuaga	48
180830	Gobernador	18
430688	Godall	43
461350	Godella	46
461363	Godelleta	46
501204	Godojos	50
311173	Goizueta	31
180845	Gójar	18
420951	Golmayo	42
250997	Golmés	25
020365	Golosalvo	02
371514	Golpejas	37
420964	Gómara	42
170806	Gombrèn	17
371529	Gomecello	37
320338	Gomesende	32
400959	Gomezserracín	40
360216	Gondomar	36
311189	Goñi	31
180858	Gor	18
180861	Gorafe	18
240779	Gordaliza del Pino	24
480427	Gordexola	48
100857	Gordo, El	10
240785	Gordoncillo	24
030731	Gorga	03
480433	Gorliz	48
420970	Gormaz	42
251001	Gósol	25
050874	Gotarrendura	05
501211	Gotor	50
330254	Gozón	33
240798	Gradefes	24
330267	Grado	33
221151	Grado, El	22
160954	Graja de Campalbo	16
160967	Graja de Iniesta	16
240802	Grajal de Campos	24
400978	Grajera	40
180877	Granada	18
210366	Granada de Río-Tinto, La	21
080945	Granada, La	08
251018	Granadella, La	25
380178	Granadilla de Abona	38
210372	Granado, El	21
130454	Granátula de Calatrava	13
330273	Grandas de Salime	33
050880	Grandes y San Martín	05
080958	Granera	08
461379	Granja de la Costera, la	46
490914	Granja de Moreruela	49
030746	Granja de Rocamora	03
060592	Granja de Torrehermosa	06
251023	Granja d'Escarp, La	25
100860	Granja, La	10
140327	Granjuela, La	14
080961	Granollers	08
490929	Granucillo	49
251039	Granyanella	25
251057	Granyena de les Garrigues	25
251044	Granyena de Segarra	25
221164	Grañén	22
260696	Grañón	26
430691	Gratallops	43
221170	Graus	22
260700	Grávalos	26
110197	Grazalema	11
441196	Griegos	44
091486	Grijalba	09
340796	Grijota	34
280663	Griñón	28
091499	Grisaleña	09
501226	Grisel	50
501232	Grisén	50
360221	Grove, O	36
180883	Guadahortuna	18
191305	Guadalajara	19
441200	Guadalaviar	44
410482	Guadalcanal	41
140333	Guadalcázar	14
280679	Guadalix de la Sierra	28
130467	Guadalmez	13
100876	Guadalupe	10
450703	Guadamur	45
280685	Guadarrama	28
461385	Guadasséquies	46
461398	Guadassuar	46
069038	Guadiana	06
180896	Guadix	18
371540	Guadramiro	37
189069	Guájares, Los	18
080977	Gualba	08
180938	Gualchos	18
170813	Gualta	17
380184	Guancha, La	38
360237	Guarda, A	36
461402	Guardamar de la Safor	46
030762	Guardamar del Segura	03
230389	Guardia de Jaén, La	23
450710	Guardia, La	45
080996	Guardiola de Berguedà	08
340800	Guardo	34
060606	Guareña	06
290580	Guaro	29
490935	Guarrate	49
230392	Guarromán	23
340817	Guaza de Campos	34
441217	Gúdar	44
320343	Gudiña, A	32
180943	Güéjar Sierra	18
480451	Güeñes	48
311192	Güesa/Gorza	31
311206	Guesálaz/Gesalatz	31
180956	Güevéjar	18
380197	Guía de Isora	38
430705	Guiamets, Els	43
149024	Guijarrosa, La	14
371553	Guijo de Ávila	37
100882	Guijo de Coria	10
100895	Guijo de Galisteo	10
100909	Guijo de Granadilla	10
100916	Guijo de Santa Bárbara	10
140348	Guijo, El	14
371566	Guijuelo	37
410495	Guillena	41
170828	Guils de Cerdanya	17
380201	Güímar	38
251095	Guimerà	25
259031	Guingueta d'Àneu, La	25
311213	Guirguillano	31
050893	Guisando	05
251109	Guissona	25
270229	Guitiriz	27
251116	Guixers	25
091519	Gumiel de Izán	09
091524	Gumiel de Mercado	09
270235	Guntín	27
081000	Gurb	08
390302	Guriezo	39
221199	Gurrea de Gállego	22
240819	Gusendos de los Oteros	24
050907	Gutierre-Muñoz	05
060613	Haba, La	06
091545	Hacinas	09
010565	Harana/Valle de Arana	01
350108	Haría	35
260717	Haro	26
091558	Haza	09
390319	Hazas de Cesto	39
060628	Helechosa de los Montes	06
020371	Hellín	02
160973	Henarejos	16
191327	Henche	19
191333	Heras de Ayuso	19
120688	Herbers	12
260722	Herce	26
130473	Herencia	13
450725	Herencias, Las	45
100921	Herguijuela	10
371572	Herguijuela de Ciudad Rodrigo	37
371588	Herguijuela de la Sierra	37
371591	Herguijuela del Campo	37
390324	Hermandad de Campoo de Suso	39
340822	Hérmedes de Cerrato	34
380218	Hermigua	38
490940	Hermisende	49
200408	Hernani	20
100937	Hernán-Pérez	10
050929	Hernansancho	05
200415	Hernialde	20
050935	Herradón de Pinares	05
260738	Herramélluri	26
410508	Herrera	41
100942	Herrera de Alcántara	10
501247	Herrera de los Navarros	50
340838	Herrera de Pisuerga	34
420986	Herrera de Soria	42
340843	Herrera de Valdecañas	34
060634	Herrera del Duque	06
020387	Herrera, La	02
191348	Herrería	19
390330	Herrerías	39
050940	Herreros de Suso	05
100955	Herreruela	10
450731	Herreruela de Oropesa	45
470730	Herrín de Campos	47
160989	Herrumblar, El	16
100968	Hervás	10
260743	Hervías	26
191351	Hiendelaencina	19
100974	Higuera	10
230413	Higuera de Calatrava	23
060649	Higuera de la Serena	06
210388	Higuera de la Sierra	21
050953	Higuera de las Dueñas	05
060652	Higuera de Llerena	06
060665	Higuera de Vargas	06
060671	Higuera la Real	06
120691	Higueras	12
020390	Higueruela	02
461419	Higueruelas	46
050966	Hija de Dios, La	05
441222	Híjar	44
191364	Hijes	19
490953	Hiniesta, La	49
100980	Hinojal	10
210391	Hinojales	21
230428	Hinojares	23
210405	Hinojos	21
371605	Hinojosa de Duero	37
441238	Hinojosa de Jarque	44
450746	Hinojosa de San Vicente	45
421003	Hinojosa del Campo	42
140351	Hinojosa del Duque	14
060687	Hinojosa del Valle	06
160992	Hinojosa, La	16
130489	Hinojosas de Calatrava	13
161006	Hinojosos, Los	16
312567	Hiriberri/Villanueva de Aezkoa	31
280698	Hiruela, La	28
191386	Hita	19
161013	Hito, El	16
100993	Holguera	10
191399	Hombrados	19
200369	Hondarribia	20
030784	Hondón de los Frailes	03
161028	Honrubia	16
400997	Honrubia de la Cuesta	40
401001	Hontalbilla	40
450759	Hontanar	45
401018	Hontanares de Eresma	40
091596	Hontanas	09
161034	Hontanaya	16
091600	Hontangas	09
161049	Hontecillas	16
191425	Hontoba	19
340869	Hontoria de Cerrato	34
091622	Hontoria de la Cantera	09
091643	Hontoria de Valdearados	09
091638	Hontoria del Pinar	09
050972	Horcajada, La	05
280702	Horcajo de la Sierra-Aoslos	28
050991	Horcajo de las Torres	05
130492	Horcajo de los Montes	13
371612	Horcajo de Montemayor	37
161065	Horcajo de Santiago	16
371627	Horcajo Medianero	37
280719	Horcajuelo de la Sierra	28
191431	Horche	19
091669	Hormazas, Las	09
450762	Hormigos	45
260756	Hormilla	26
260769	Hormilleja	26
060690	Hornachos	06
140364	Hornachuelos	14
051005	Hornillo, El	05
260775	Hornillos de Cameros	26
340875	Hornillos de Cerrato	34
470745	Hornillos de Eresma	47
091675	Hornillos del Camino	09
230434	Hornos	23
260781	Hornos de Moncalvillo	26
091681	Horra, La	09
430712	Horta de Sant Joan	43
191459	Hortezuela de Océn	19
091694	Hortigüela	09
240824	Hospital de Órbigo	24
081017	Hospitalet de Llobregat, L'	08
081629	Hostalets de Pierola, Els	08
170834	Hostalric	17
371633	Hoya, La	37
020404	Hoya-Gonzalo	02
091708	Hoyales de Roa	09
280724	Hoyo de Manzanares	28
051027	Hoyo de Pinares, El	05
051012	Hoyocasero	05
051033	Hoyorredondo	05
101007	Hoyos	10
051064	Hoyos de Miguel Muñoz	05
051048	Hoyos del Collado	05
051051	Hoyos del Espino	05
221225	Hoz de Jaca	22
441243	Hoz de la Vieja, La	44
229080	Hoz y Costean	22
311228	Huarte/Uharte	31
450778	Huecas	45
040519	Huécija	04
101014	Huélaga	10
180969	Huélago	18
161071	Huélamo	16
230449	Huelma	23
210412	Huelva	21
161087	Huelves	16
180975	Huéneja	18
040524	Huércal de Almería	04
040530	Huércal-Overa	04
260794	Huércanos	26
191462	Huerce, La	19
161090	Huérguina	16
091720	Huérmeces	09
191478	Huérmeces del Cerro	19
371648	Huerta	37
091736	Huerta de Arriba	09
161104	Huerta de la Obispalía	16
091741	Huerta de Rey	09
450784	Huerta de Valdecarábanos	45
161111	Huerta del Marquesado	16
191484	Huertahernando	19
221246	Huerto	22
401039	Huertos, Los	40
230452	Huesa	23
441256	Huesa del Común	44
221259	Huesca	22
180981	Huéscar	18
161126	Huete	16
180994	Huétor de Santillán	18
181008	Huétor Tájar	18
181015	Huétor Vega	18
191500	Hueva	19
410515	Huévar del Aljarafe	41
091754	Humada	09
191517	Humanes	19
280730	Humanes de Madrid	28
290593	Humilladero	29
091767	Hurones	09
051070	Hurtumpascual	05
340881	Husillos	34
101029	Ibahernando	10
311249	Ibargoiti	31
200420	Ibarra	20
480486	Ibarrangelu	48
501250	Ibdes	50
091773	Ibeas de Juarros	09
030797	Ibi	03
330289	Ibias	33
221262	Ibieca	22
091789	Ibrillos	09
230465	Ibros	23
380223	Icod de los Vinos	38
200436	Idiazabal	20
312592	Igantzi	31
260808	Igea	26
091792	Iglesiarrubia	09
091806	Iglesias	09
441269	Iglesuela del Cid, La	44
450797	Iglesuela del Tiétar, La	45
480947	Igorre	48
221278	Igriés	22
081022	Igualada	08
290607	Igualeja	29
240830	Igüeña	24
311252	Igúzquiza	31
200441	Ikaztegieta	20
221284	Ilche	22
369011	Illa de Arousa, A	36
450801	Illán de Vacas	45
191522	Illana	19
330292	Illano	33
040545	Íllar	04
330306	Illas	33
450818	Illescas	45
181020	Íllora	18
501263	Illueca	50
311265	Imotz	31
070276	Inca	07
270240	Incio, O	27
350115	Ingenio	35
161132	Iniesta	16
191538	Iniéstola	19
040558	Instinción	04
191543	Inviernas, Las	19
311271	Irañeta	31
320356	Irixo, O	32
150392	Irixoa	15
230471	Iruela, La	23
371651	Iruelos	37
191556	Irueste	19
200454	Irun	20
019015	Iruña Oka/Iruña de Oca	01
200467	Irura	20
010278	Iruraiz-Gauna	01
319045	Irurtzun	31
311287	Isaba/Izaba	31
221297	Isábena	22
091813	Isar	09
470758	Íscar	47
210427	Isla Cristina	21
419022	Isla Mayor	41
251155	Isona i Conca Dellà	25
170849	Isòvol	17
480499	Ispaster	48
290614	Istán	29
501285	Isuerre	50
340894	Itero de la Vega	34
091828	Itero del Castillo	09
181036	Ítrabo	18
200473	Itsasondo	20
371664	Ituero de Azaba	37
401044	Ituero y Lama	40
311290	Ituren	31
311304	Iturmendi	31
489102	Iurreta	48
251121	Ivars de Noguera	25
251137	Ivars d'Urgell	25
251142	Ivorra	25
311326	Izagaondoa	31
240845	Izagre	24
311311	Iza/Itza	31
311332	Izalzu/Itzaltzu	31
140370	Iznájar	14
181054	Iznalloz	18
290629	Iznate	29
230487	Iznatoraf	23
480502	Izurtza	48
441275	Jabaloyas	44
230490	Jabalquinto	23
210433	Jabugo	21
221301	Jaca	22
030801	Jacarilla	03
191569	Jadraque	19
230503	Jaén	23
170852	Jafre	17
461424	Jalance	46
260815	Jalón de Cameros	26
490966	Jambrina	49
230510	Jamilena	23
120705	Jana, la	12
501298	Jaraba	50
461445	Jarafuel	46
101035	Jaraicejo	10
101040	Jaraíz de la Vera	10
091834	Jaramillo de la Fuente	09
091849	Jaramillo Quemado	09
101053	Jarandilla de la Vera	10
101066	Jarilla	10
441281	Jarque de la Val	44
501302	Jarque de Moncayo	50
221318	Jasa	22
181067	Játar	18
441294	Jatiel	44
501319	Jaulín	50
311347	Jaurrieta	31
030823	Jávea/Xàbia	03
311350	Javier	31
181073	Jayena	18
110201	Jerez de la Frontera	11
060704	Jerez de los Caballeros	06
181089	Jérez del Marquesado	18
120712	Jérica	12
101072	Jerte	10
181092	Jete	18
030839	Jijona/Xixona	03
230525	Jimena	23
110218	Jimena de la Frontera	11
290635	Jimera de Líbar	29
191575	Jirueque	19
240861	Joarilla de las Matas	24
230531	Jódar	23
170865	Jonquera, La	17
081038	Jorba	08
441308	Jorcas	44
020411	Jorquera	02
441315	Josa	44
259101	Josa i Tuixén	25
501324	Joyosa, La	50
401057	Juarros de Riomoros	40
401060	Juarros de Voltoya	40
290640	Jubrique	29
170871	Juià	17
300222	Jumilla	30
181113	Jun	18
051086	Junciana	05
251180	Juncosa	25
251193	Juneda	25
091890	Junta de Traslaloma	09
091904	Junta de Villalba de Losa	09
091911	Jurisdicción de Lara	09
091926	Jurisdicción de San Zadornil	09
311363	Juslapeña	31
490972	Justel	49
181128	Juviles	18
371670	Juzbado	37
290653	Júzcar	29
480221	Karrantza Harana/Valle de Carranza	48
489079	Kortezubi	48
010199	Kripan	01
010203	Kuartango	01
401076	Labajos	40
010284	Labastida/Bastida	01
130505	Labores, Las	13
221339	Labuerda	22
181152	Láchar	18
101088	Ladrillar	10
450823	Lagartera	45
340915	Lagartos	34
501330	Lagata	50
010301	Lagrán	01
010318	Laguardia	01
441320	Lagueruela	44
240877	Laguna Dalga	24
260820	Laguna de Cameros	26
401082	Laguna de Contreras	40
470761	Laguna de Duero	47
240883	Laguna de Negrillos	24
161150	Laguna del Marquesado	16
161163	Lagunaseca	16
371686	Lagunilla	37
260836	Lagunilla del Jubera	26
230406	Lahiguera	23
311385	Lakuntza	31
360242	Lalín	36
221357	Laluenga	22
221360	Lalueza	22
360255	Lama, A	36
390345	Lamasón	39
311398	Lana	31
221376	Lanaja	22
270266	Láncara	27
010323	Lanciego/Lantziego	01
161179	Landete	16
480519	Lanestosa	48
051099	Langa	05
421031	Langa de Duero	42
501345	Langa del Castillo	50
470777	Langayo	47
330313	Langreo	33
401095	Languilla	40
181165	Lanjarón	18
340920	Lantadilla	34
019020	Lantarón	01
181171	Lanteira	18
410520	Lantejuela	41
311402	Lantz	31
051103	Lanzahíta	05
441336	Lanzuela	44
060711	Lapa, La	06
221395	Laperdiguera	22
311419	Lapoblación	31
010339	Lapuebla de Labarca	01
150413	Laracha, A	15
260841	Lardero	26
390358	Laredo	39
320381	Larouco	32
040561	Laroya	04
480524	Larrabetzu	48
311424	Larraga	31
311430	Larraona	31
200489	Larraul	20
311445	Larraun	31
371699	Larrodrigo	37
230546	Larva	23
209029	Lasarte-Oria	20
221416	Lascellas-Ponzano	22
221421	Lascuarre	22
221437	Laspaúles	22
221442	Laspuña	22
401109	Lastras de Cuéllar	40
401116	Lastras del Pozo	40
401121	Lastrilla, La	40
010360	Laudio/Llodio	01
040577	Láujar de Andarax	04
480530	Laukiz	48
330328	Laviana	33
150406	Laxe	15
501358	Layana	50
450839	Layos	45
320394	Laza	32
311458	Lazagurría	31
200492	Lazkao	20
200505	Leaburu	20
311461	Leache/Leatxe	31
410536	Lebrija	41
501361	Lécera	50
501383	Lechón	50
501377	Leciñena	50
181190	Lecrín	18
191594	Ledanca	19
161185	Ledaña	16
371703	Ledesma	37
260867	Ledesma de la Cogolla	26
340941	Ledigos	34
371710	Ledrada	37
280745	Leganés	28
161198	Leganiel	16
311477	Legarda	31
311483	Legaria	31
200512	Legazpi	20
200527	Legorreta	20
010587	Legutio	01
200684	Leintz-Gatzaga	20
480545	Leioa	48
320408	Leiro	32
311496	Leitza	31
260873	Leiva	26
480577	Lekeitio	48
319083	Lekunberri	31
480558	Lemoa	48
480561	Lemoiz	48
330334	Lena	33
181204	Lentegí	18
240896	León	24
311509	Leoz/Leotz	31
210448	Lepe	21
311516	Lerga	31
311521	Lerín	31
091947	Lerma	09
251214	Les	25
311537	Lesaka	31
020426	Letur	02
501396	Letux	50
010344	Leza	01
260889	Leza de Río Leza	26
480813	Lezama	48
311542	Lezaun	31
200533	Lezo	20
020432	Lezuza	02
300238	Librilla	30
441354	Libros	44
421059	Liceras	42
441367	Lidón	44
311555	Liédena	31
390361	Liendo	39
390377	Liérganes	39
020447	Liétor	02
040583	Líjar	04
450844	Lillo	45
390383	Limpias	39
230559	Linares	23
210451	Linares de la Sierra	21
441373	Linares de Mora	44
371725	Linares de Riofrío	37
110223	Línea de la Concepción, La	11
251229	Linyola	25
501400	Litago	50
501417	Lituénigo	50
200548	Lizartza	20
311568	Lizoáin-Arriasgoiti	31
081043	Llacuna, La	08
170887	Lladó	17
251235	Lladorre	25
251240	Lladurs	25
081056	Llagosta, La	08
170890	Llagostera	17
240922	Llamas de la Ribera	24
170904	Llambilles	17
170911	Llanars	17
170926	Llançà	17
330352	Llanera	33
461542	Llanera de Ranes	46
330365	Llanes	33
091950	Llano de Bureba	09
470796	Llano de Olmedo	47
380244	Llanos de Aridane, Los	38
051131	Llanos de Tormes, Los	05
139040	Llanos del Caudillo	13
251253	Llardecans	25
461555	Llaurí	46
251266	Llavorsí	25
441413	Lledó	44
251207	Lleida	25
060732	Llera	06
060747	Llerena	06
170932	Llers	17
251272	Lles de Cerdanya	25
030857	Llíber	03
081075	Lliçà d'Amunt	08
081081	Lliçà de Vall	08
251288	Llimiana	25
081069	Llinars del Vallès	08
461477	Llíria	46
170947	Llívia	17
430727	Lloar, El	43
251291	Llobera	25
461521	Llocnou de la Corona	46
461537	Llocnou de Sant Jeroni	46
461516	Llocnou d'En Fenollet	46
461568	Llombai	46
430733	Llorac	43
430748	Llorenç del Penedès	43
170950	Lloret de Mar	17
070282	Lloret de Vistalegre	07
461574	Llosa de Ranes, la	46
120748	Llosa, la	12
070295	Lloseta	07
170963	Llosses, Les	17
070309	Llubí	07
081094	Lluçà	08
120727	Llucena/Lucena del Cid	12
070316	Llucmajor	07
461509	Llutxent	46
221493	Loarre	22
320415	Lobeira	32
501422	Lobera de Onsella	50
320420	Lobios	32
060726	Lobón	06
181211	Lobras	18
311574	Lodosa	31
280758	Loeches	28
260892	Logroño	26
101091	Logrosán	10
489032	Loiu	48
181226	Loja	18
349036	Loma de Ucieza	34
340967	Lomas	34
450857	Lominchar	45
470783	Lomoviejo	47
501438	Longares	50
501443	Longás	50
311580	Lónguida/Longida	31
230562	Lopera	23
221506	Loporzano	22
410541	Lora de Estepa	41
410554	Lora del Río	41
191608	Loranca de Tajuña	19
300243	Lorca	30
030844	Lorcha/Orxa, l'	03
461483	Loriguilla	46
300256	Lorquí	30
461496	Losa del Obispo	46
401137	Losa, La	40
490988	Losacino	49
490991	Losacio	49
101105	Losar de la Vera	10
051125	Losar del Barco, El	05
221513	Loscorrales	22
441389	Loscos	44
421062	Losilla, La	42
270272	Lourenzá	27
150428	Lousame	15
280761	Lozoya	28
289015	Lozoyuela-Navas-Sieteiglesias	28
491005	Lubián	49
040596	Lubrín	04
040600	Lucainena de las Torres	04
040617	Lúcar	04
140386	Lucena	14
501469	Lucena de Jalón	50
210464	Lucena del Puerto	21
501475	Luceni	50
130512	Luciana	13
